DATE,VALUE,RELEASE_DATE,SOURCE_SERIES
2020-04-17,0.06,2020-04-22,ANFCI
2020-04-24,0.04,2020-04-29,ANFCI
2020-05-01,-0.03,2020-05-06,ANFCI
2020-05-08,0.24,2020-05-13,ANFCI
2020-05-15,0.25,2020-05-20,ANFCI
2020-05-22,0.1,2020-05-28,ANFCI
2020-05-29,0.03,2020-06-03,ANFCI
2020-06-05,-0.08,2020-06-10,ANFCI
2020-06-12,-0.07,2020-06-17,ANFCI
2020-06-19,-0.08,2020-06-24,ANFCI
2020-06-26,-0.07,2020-07-01,ANFCI
2020-07-03,0.13,2020-07-08,ANFCI
2020-07-10,0.1,2020-07-15,ANFCI
2020-07-17,-0.03,2020-07-22,ANFCI
2020-07-24,-0.03,2020-07-29,ANFCI
2020-07-31,0.02,2020-08-05,ANFCI
2020-08-07,-0.36,2020-08-12,ANFCI
2020-08-14,-0.43,2020-08-19,ANFCI
2020-08-21,-0.14766,2020-08-26,ANFCI
2020-08-28,-0.17385,2020-09-02,ANFCI
2020-09-04,-0.7015,2020-09-10,ANFCI
2020-09-11,-0.82156,2020-09-16,ANFCI
2020-09-18,-1.00854,2020-09-23,ANFCI
2020-09-25,-0.93881,2020-09-30,ANFCI
2020-10-02,-0.88073,2020-10-07,ANFCI
2020-10-09,-0.92915,2020-10-15,ANFCI
2020-10-16,-0.98715,2020-10-21,ANFCI
2020-10-23,-1.01379,2020-10-28,ANFCI
2020-10-30,-0.99098,2020-11-04,ANFCI
2020-11-06,-0.55338,2020-11-12,ANFCI
2020-11-13,-0.5884,2020-11-18,ANFCI
2020-11-20,-0.54235,2020-11-25,ANFCI
2020-11-27,-0.54339,2020-12-02,ANFCI
2020-12-04,-0.55268,2020-12-09,ANFCI
2020-12-11,-0.56346,2020-12-16,ANFCI
2020-12-18,-0.52346,2020-12-23,ANFCI
2020-12-25,-0.51183,2020-12-30,ANFCI
2021-01-01,-0.52039,2021-01-06,ANFCI
2021-01-08,-0.51269,2021-01-13,ANFCI
2021-01-15,-0.51141,2021-01-21,ANFCI
2021-01-22,-0.49827,2021-01-27,ANFCI
2021-01-29,-0.41268,2021-02-03,ANFCI
2021-02-05,-0.50208,2021-02-10,ANFCI
2021-02-12,-0.5415,2021-02-18,ANFCI
2021-02-19,-0.54697,2021-02-24,ANFCI
2021-02-26,-0.50654,2021-03-03,ANFCI
2021-03-05,-0.50731,2021-03-10,ANFCI
2021-03-12,-0.52004,2021-03-17,ANFCI
2021-03-19,-0.55749,2021-03-24,ANFCI
2021-03-26,-0.56834,2021-03-31,ANFCI
2021-04-02,-0.60329,2021-04-07,ANFCI
2021-04-09,-0.59919,2021-04-14,ANFCI
2021-04-16,-0.61419,2021-04-21,ANFCI
2021-04-23,-0.54431,2021-04-28,ANFCI
2021-04-30,-0.55129,2021-05-05,ANFCI
2021-05-07,-0.5557,2021-05-12,ANFCI
2021-05-14,-0.55917,2021-05-19,ANFCI
2021-05-21,-0.58769,2021-05-26,ANFCI
2021-05-28,-0.59874,2021-06-03,ANFCI
2021-06-04,-0.6304,2021-06-09,ANFCI
2021-06-11,-0.63043,2021-06-16,ANFCI
2021-06-18,-0.55206,2021-06-23,ANFCI
2021-06-25,-0.55243,2021-06-30,ANFCI
2021-07-02,-0.54098,2021-07-08,ANFCI
2021-07-09,-0.53702,2021-07-14,ANFCI
2021-07-16,-0.52668,2021-07-21,ANFCI
2021-07-23,-0.58366,2021-07-28,ANFCI
2021-07-30,-0.60361,2021-08-04,ANFCI
2021-08-06,-0.62567,2021-08-11,ANFCI
2021-08-13,-0.6311,2021-08-18,ANFCI
2021-08-20,-0.57568,2021-08-25,ANFCI
2021-08-27,-0.5937,2021-09-01,ANFCI
2021-09-03,-0.63843,2021-09-09,ANFCI
2021-09-10,-0.65438,2021-09-15,ANFCI
2021-09-17,-0.67284,2021-09-22,ANFCI
2021-09-24,-0.625,2021-09-29,ANFCI
2021-10-01,-0.65222,2021-10-06,ANFCI
2021-10-08,-0.68242,2021-10-14,ANFCI
2021-10-15,-0.69975,2021-10-20,ANFCI
2021-10-22,-0.72895,2021-10-27,ANFCI
2021-10-29,-0.7248,2021-11-03,ANFCI
2021-11-05,-0.71088,2021-11-10,ANFCI
2021-11-12,-0.68906,2021-11-17,ANFCI
2021-11-19,-0.66809,2021-11-24,ANFCI
2021-11-26,-0.63784,2021-12-01,ANFCI
2021-12-03,-0.64764,2021-12-08,ANFCI
2021-12-10,-0.66589,2021-12-15,ANFCI
2021-12-17,-0.67311,2021-12-22,ANFCI
2021-12-24,-0.65877,2021-12-29,ANFCI
2021-12-31,-0.58806,2022-01-06,ANFCI
2022-01-07,-0.70651,2022-01-12,ANFCI
2022-01-14,-0.71686,2022-01-20,ANFCI
2022-01-21,-0.69625,2022-01-26,ANFCI
2022-01-28,-0.66108,2022-02-02,ANFCI
2022-02-04,-0.65159,2022-02-09,ANFCI
2022-02-11,-0.64706,2022-02-16,ANFCI
2022-02-18,-0.60679,2022-02-24,ANFCI
2022-02-25,-0.50565,2022-03-02,ANFCI
2022-03-04,-0.42529,2022-03-09,ANFCI
2022-03-11,-0.25466,2022-03-16,ANFCI
2022-03-18,-0.18719,2022-03-23,ANFCI
2022-03-25,-0.19598,2022-03-30,ANFCI
2022-04-01,-0.27617,2022-04-06,ANFCI
2022-04-08,-0.29703,2022-04-13,ANFCI
2022-04-15,-0.28741,2022-04-20,ANFCI
2022-04-22,-0.15855,2022-04-27,ANFCI
2022-04-29,0.03296,2022-05-04,ANFCI
2022-05-06,0.05709,2022-05-11,ANFCI
2022-05-13,0.01238,2022-05-18,ANFCI
2022-05-20,0.01328,2022-05-25,ANFCI
2022-05-27,-0.0004,2022-06-02,ANFCI
2022-06-03,-0.08567,2022-06-08,ANFCI
2022-06-10,-0.0273,2022-06-15,ANFCI
2022-06-17,0.08203,2022-06-23,ANFCI
2022-06-24,0.14968,2022-06-29,ANFCI
2022-07-01,0.19453,2022-07-07,ANFCI
2022-07-08,0.15599,2022-07-13,ANFCI
2022-07-15,0.01859,2022-07-20,ANFCI
2022-07-22,-0.10941,2022-07-27,ANFCI
2022-07-29,-0.11424,2022-08-03,ANFCI
2022-08-05,-0.19553,2022-08-10,ANFCI
2022-08-12,-0.20114,2022-08-17,ANFCI
2022-08-19,-0.19257,2022-08-24,ANFCI
2022-08-26,-0.18345,2022-08-31,ANFCI
2022-09-02,-0.1027,2022-09-08,ANFCI
2022-09-09,-0.09356,2022-09-14,ANFCI
2022-09-16,-0.04348,2022-09-21,ANFCI
2022-09-23,0.04463,2022-09-28,ANFCI
2022-09-30,0.07763,2022-10-05,ANFCI
2022-10-07,-0.01093,2022-10-13,ANFCI
2022-10-14,-0.02943,2022-10-19,ANFCI
2022-10-21,-0.02924,2022-10-26,ANFCI
2022-10-28,-0.03923,2022-11-02,ANFCI
2022-11-04,-0.12262,2022-11-09,ANFCI
2022-11-11,-0.13437,2022-11-16,ANFCI
2022-11-18,-0.10125,2022-11-23,ANFCI
2022-11-25,-0.17922,2022-11-30,ANFCI
2022-12-02,-0.06642,2022-12-07,ANFCI
2022-12-09,-0.11144,2022-12-14,ANFCI
2022-12-16,-0.14025,2023-01-05,ANFCI
2022-12-23,-0.17415,2023-01-05,ANFCI
2022-12-30,-0.21054,2023-01-05,ANFCI
2023-01-06,-0.25595,2023-01-11,ANFCI
2023-01-13,-0.30654,2023-01-19,ANFCI
2023-01-20,-0.35358,2023-01-25,ANFCI
2023-01-27,-0.40891,2023-02-01,ANFCI
2023-02-03,-0.43344,2023-02-08,ANFCI
2023-02-10,-0.48652,2023-02-15,ANFCI
2023-02-17,-0.47931,2023-02-23,ANFCI
2023-02-24,-0.41268,2023-03-01,ANFCI
2023-03-03,-0.38801,2023-03-08,ANFCI
2023-03-10,-0.37408,2023-03-15,ANFCI
2023-03-17,-0.22554,2023-03-22,ANFCI
2023-03-24,-0.0593,2023-03-29,ANFCI
2023-03-31,-0.03986,2023-04-05,ANFCI
2023-04-07,-0.13293,2023-04-12,ANFCI
2023-04-14,-0.2208,2023-04-19,ANFCI
2023-04-21,-0.27594,2023-04-26,ANFCI
2023-04-28,-0.21374,2023-05-03,ANFCI
2023-05-05,-0.25862,2023-05-10,ANFCI
2023-05-12,-0.28508,2023-05-17,ANFCI
2023-05-19,-0.29812,2023-05-24,ANFCI
2023-05-26,-0.33,2023-06-01,ANFCI
2023-06-02,-0.26821,2023-06-07,ANFCI
2023-06-09,-0.30551,2023-06-14,ANFCI
2023-06-16,-0.31301,2023-06-22,ANFCI
2023-06-23,-0.3142,2023-06-28,ANFCI
2023-06-30,-0.26026,2023-07-06,ANFCI
2023-07-07,-0.31581,2023-07-12,ANFCI
2023-07-14,-0.35336,2023-07-19,ANFCI
2023-07-21,-0.37442,2023-07-26,ANFCI
2023-07-28,-0.30646,2023-08-02,ANFCI
2023-08-04,-0.32037,2023-08-09,ANFCI
2023-08-11,-0.34906,2023-08-16,ANFCI
2023-08-18,-0.36407,2023-08-23,ANFCI
2023-08-25,-0.35,2023-08-30,ANFCI
2023-09-01,-0.28833,2023-09-07,ANFCI
2023-09-08,-0.32625,2023-09-13,ANFCI
2023-09-15,-0.34811,2023-09-20,ANFCI
2023-09-22,-0.37971,2023-09-27,ANFCI
2023-09-29,-0.28501,2023-10-04,ANFCI
2023-10-06,-0.32901,2023-10-12,ANFCI
2023-10-13,-0.35346,2023-10-18,ANFCI
2023-10-20,-0.34941,2023-10-25,ANFCI
2023-10-27,-0.30165,2023-11-01,ANFCI
2023-11-03,-0.33373,2023-11-08,ANFCI
2023-11-10,-0.39026,2023-11-15,ANFCI
2023-11-17,-0.47158,2023-11-22,ANFCI
2023-11-24,-0.50455,2023-11-29,ANFCI
2023-12-01,-0.44115,2023-12-06,ANFCI
2023-12-08,-0.5,2023-12-13,ANFCI
2023-12-15,-0.53216,2023-12-20,ANFCI
2023-12-22,-0.54423,2023-12-28,ANFCI
2023-12-29,-0.51223,2024-01-04,ANFCI
2024-01-05,-0.52422,2024-01-10,ANFCI
2024-01-12,-0.55916,2024-01-18,ANFCI
2024-01-19,-0.57356,2024-01-24,ANFCI
2024-01-26,-0.55721,2024-01-31,ANFCI
2024-02-02,-0.49532,2024-02-07,ANFCI
2024-02-09,-0.49978,2024-02-14,ANFCI
2024-02-16,-0.50523,2024-02-22,ANFCI
2024-02-23,-0.48749,2024-02-28,ANFCI
2024-03-01,-0.4539,2024-03-06,ANFCI
2024-03-08,-0.49553,2024-03-13,ANFCI
2024-03-15,-0.53183,2024-03-20,ANFCI
2024-03-22,-0.56828,2024-03-27,ANFCI
2024-03-29,-0.52024,2024-04-03,ANFCI
2024-04-05,-0.5476,2024-04-10,ANFCI
2024-04-12,-0.54624,2024-04-17,ANFCI
2024-04-19,-0.52467,2024-04-24,ANFCI
2024-04-26,-0.50429,2024-05-01,ANFCI
2024-05-03,-0.51624,2024-05-08,ANFCI
2024-05-10,-0.55278,2024-05-15,ANFCI
2024-05-17,-0.57194,2024-05-22,ANFCI
2024-05-24,-0.57712,2024-05-30,ANFCI
2024-05-31,-0.51161,2024-06-05,ANFCI
2024-06-07,-0.52788,2024-06-12,ANFCI
2024-06-14,-0.52818,2024-06-20,ANFCI
2024-06-21,-0.53171,2024-06-26,ANFCI
2024-06-28,-0.45115,2024-07-03,ANFCI
2024-07-05,-0.47829,2024-07-10,ANFCI
2024-07-12,-0.50953,2024-07-17,ANFCI
2024-07-19,-0.5218,2024-07-24,ANFCI
2024-07-26,-0.51168,2024-07-31,ANFCI
2024-08-02,-0.47856,2024-08-07,ANFCI
2024-08-09,-0.44998,2024-08-14,ANFCI
2024-08-16,-0.47899,2024-08-21,ANFCI
2024-08-23,-0.5171,2024-08-28,ANFCI
2024-08-30,-0.45665,2024-09-05,ANFCI
2024-09-06,-0.56339,2024-09-11,ANFCI
2024-09-13,-0.52626,2024-09-18,ANFCI
2024-09-20,-0.54002,2024-09-25,ANFCI
2024-09-27,-0.50279,2024-10-02,ANFCI
2024-10-04,-0.55012,2024-10-09,ANFCI
2024-10-11,-0.56976,2024-10-17,ANFCI
2024-10-18,-0.57646,2024-10-23,ANFCI
2024-10-25,-0.5739,2024-10-30,ANFCI
2024-11-01,-0.53572,2024-11-06,ANFCI
2024-11-08,-0.56896,2024-11-14,ANFCI
2024-11-15,-0.61635,2024-11-20,ANFCI
2024-11-22,-0.66207,2024-11-27,ANFCI
2024-11-29,-0.64887,2024-12-04,ANFCI
2024-12-06,-0.64928,2024-12-11,ANFCI
2024-12-13,-0.65463,2024-12-18,ANFCI
2024-12-20,-0.60381,2024-12-26,ANFCI
2024-12-27,-0.61354,2025-01-02,ANFCI
2025-01-03,-0.64609,2025-01-08,ANFCI
2025-01-10,-0.68001,2025-01-15,ANFCI
2025-01-17,-0.69153,2025-01-23,ANFCI
2025-01-24,-0.66898,2025-01-29,ANFCI
2025-01-31,-0.69419,2025-02-05,ANFCI
2025-02-07,-0.67348,2025-02-12,ANFCI
2025-02-14,-0.6626,2025-02-20,ANFCI
2025-02-21,-0.68481,2025-02-26,ANFCI
2025-02-28,-0.61711,2025-03-05,ANFCI
2025-03-07,-0.57525,2025-03-12,ANFCI
2025-03-14,-0.55462,2025-03-19,ANFCI
2025-03-21,-0.57201,2025-03-26,ANFCI
2025-03-28,-0.59329,2025-04-02,ANFCI
2025-04-04,-0.61114,2025-04-09,ANFCI
2025-04-11,-0.49508,2025-04-16,ANFCI
2025-04-18,-0.50723,2025-04-23,ANFCI
2025-04-25,-0.52487,2025-04-30,ANFCI
2025-05-02,-0.51463,2025-05-07,ANFCI
2025-05-09,-0.57453,2025-05-14,ANFCI
2025-05-16,-0.64968,2025-05-21,ANFCI
2025-05-23,-0.64404,2025-05-29,ANFCI
2025-05-30,-0.43778,2025-06-04,ANFCI
2025-06-06,-0.47758,2025-06-11,ANFCI
2025-06-13,-0.48877,2025-06-18,ANFCI
2025-06-20,-0.4756,2025-06-25,ANFCI
2025-06-27,-0.47432,2025-07-02,ANFCI
2025-07-04,-0.48879,2025-07-09,ANFCI
2025-07-11,-0.50583,2025-07-16,ANFCI
2025-07-18,-0.50697,2025-07-23,ANFCI
2025-07-25,-0.51696,2025-07-30,ANFCI
2025-08-01,-0.48198,2025-08-06,ANFCI
2025-08-08,-0.51928,2025-08-13,ANFCI
2025-08-15,-0.52613,2025-08-20,ANFCI
2025-08-22,-0.52325,2025-08-27,ANFCI
2025-08-29,-0.49666,2025-09-04,ANFCI
2025-09-05,-0.50168,2025-09-10,ANFCI
2025-09-12,-0.52023,2025-09-17,ANFCI
2025-09-19,-0.53056,2025-09-24,ANFCI
2025-09-26,-0.51941,2025-10-01,ANFCI
2025-10-03,-0.5336,2025-10-08,ANFCI
2025-10-10,-0.55672,2025-10-16,ANFCI
2025-10-17,-0.5541,2025-10-22,ANFCI
2025-10-24,-0.54434,2025-10-29,ANFCI
2025-10-31,-0.50773,2025-11-05,ANFCI
2025-11-07,-0.53385,2025-11-13,ANFCI
2025-11-14,-0.54344,2025-11-19,ANFCI
2025-11-21,-0.54091,2025-11-26,ANFCI
2025-11-28,-0.54137,2025-12-03,ANFCI
2025-12-05,-0.55841,2025-12-10,ANFCI
2025-12-12,-0.55008,2025-12-17,ANFCI
2025-12-19,-0.54051,2025-12-24,ANFCI
2025-12-26,-0.56262,2025-12-31,ANFCI
2026-01-02,-0.56106,2026-01-07,ANFCI
2026-01-09,-0.57488,2026-01-14,ANFCI
2026-01-16,-0.5864,2026-01-22,ANFCI
2026-01-23,-0.59846,2026-01-28,ANFCI
2026-01-30,-0.57629,2026-02-04,ANFCI
2026-02-06,-0.57306,2026-02-11,ANFCI
2026-02-13,-0.56765,2026-02-19,ANFCI
2026-02-20,-0.55513,2026-02-25,ANFCI
2026-02-27,-0.53018,2026-03-04,ANFCI
2026-03-06,-0.50575,2026-03-11,ANFCI
2026-03-13,-0.4708,2026-03-18,ANFCI
2026-03-20,-0.46354,2026-03-25,ANFCI
2026-03-27,-0.42922,2026-04-01,ANFCI
2026-04-03,-0.433,2026-04-08,ANFCI
