DATE,VALUE
2024-11-16,154.6
2024-11-17,450.74
2024-11-18,463.22
2024-11-19,214.05
2024-11-20,181.81
2024-11-21,219.91
2024-11-22,135.37
2024-11-23,104.89
2024-11-24,311.54
2024-11-25,87.75
2024-11-26,150.15
2024-11-27,132.14
2024-11-28,162.72
2024-11-29,174.81
2024-11-30,123.13
2024-12-01,140.43
2024-12-02,78.68
2024-12-03,92.19
2024-12-04,177.91
2024-12-05,97.39
2024-12-06,390.69
2024-12-07,376.57
2024-12-08,114.97
2024-12-09,233.8
2024-12-10,218.39
2024-12-11,219.72
2024-12-12,125.44
2024-12-13,141.68
2024-12-14,167.31
2024-12-15,244.9
2024-12-16,288.93
2024-12-17,86.94
2024-12-18,251.99
2024-12-19,171.71
2024-12-20,180.8
2024-12-21,180.08
2024-12-22,381.65
2024-12-23,139.02
2024-12-24,252.18
2024-12-25,190.79
2024-12-26,118.16
2024-12-27,104.31
2024-12-28,150.11
2024-12-29,167.91
2024-12-30,138.37
2024-12-31,109.44
2025-01-01,202.92
2025-01-02,188.9
2025-01-03,167.41
2025-01-04,213.62
2025-01-05,571.19
2025-01-06,222.31
2025-01-07,260.94
2025-01-08,212.01
2025-01-09,230.71
2025-01-10,147.76
2025-01-11,403.4
2025-01-12,678.32
2025-01-13,179.6
2025-01-14,185.4
2025-01-15,110.72
2025-01-16,134.68
2025-01-17,173.63
2025-01-18,234.19
2025-01-19,508.27
2025-01-20,193.71
2025-01-21,225.37
2025-01-22,121.77
2025-01-23,176.52
2025-01-24,189.16
2025-01-25,159.12
2025-01-26,178.55
2025-01-27,159.42
2025-01-28,262.69
2025-01-29,342.27
2025-01-30,293.51
2025-01-31,495.78
2025-02-01,256.1
2025-02-02,314.4
2025-02-03,327.16
2025-02-04,393.35
2025-02-05,226.19
2025-02-06,372.45
2025-02-07,332.89
2025-02-08,578.84
2025-02-09,613.98
2025-02-10,290.34
2025-02-11,230.88
2025-02-12,285.28
2025-02-13,236.69
2025-02-14,297.91
2025-02-15,229.66
2025-02-16,294.91
2025-02-17,372.7
2025-02-18,280.36
2025-02-19,341.49
2025-02-20,367.92
2025-02-21,375.62
2025-02-22,203.15
2025-02-23,476.69
2025-02-24,355.9
2025-02-25,232.14
2025-02-26,275.17
2025-02-27,288.54
2025-02-28,345.22
2025-03-01,522.4
2025-03-02,476.54
2025-03-03,429.75
2025-03-04,447.53
2025-03-05,391.3
2025-03-06,726.26
2025-03-07,556.7
2025-03-08,684.13
2025-03-09,714.21
2025-03-10,403.78
2025-03-11,704.03
2025-03-12,433.5
2025-03-13,463.36
2025-03-14,442.46
2025-03-15,494.6
2025-03-16,731.78
2025-03-17,649.53
2025-03-18,614.24
2025-03-19,565.45
2025-03-20,458.66
2025-03-21,390.35
2025-03-22,488.06
2025-03-23,538.36
2025-03-24,498.84
2025-03-25,472.98
2025-03-26,316.49
2025-03-27,313.11
2025-03-28,362.44
2025-03-29,284.53
2025-03-30,612.15
2025-03-31,426.16
2025-04-01,642.48
2025-04-02,445.6
2025-04-03,438.93
2025-04-04,550.44
2025-04-05,975.6
2025-04-06,773.67
2025-04-07,574.97
2025-04-08,565.99
2025-04-09,590.08
2025-04-10,623.53
2025-04-11,833.81
2025-04-12,589.49
2025-04-13,910.15
2025-04-14,495.65
2025-04-15,371.94
2025-04-16,505.79
2025-04-17,508.01
2025-04-18,417.47
2025-04-19,431.85
2025-04-20,526.52
2025-04-21,407.95
2025-04-22,439.04
2025-04-23,337.82
2025-04-24,419.9
2025-04-25,515.91
2025-04-26,473.09
2025-04-27,664.45
2025-04-28,787.79
2025-04-29,575.26
2025-04-30,433.1
2025-05-01,890.82
2025-05-02,592.35
2025-05-03,706.16
2025-05-04,636.65
2025-05-05,346.64
2025-05-06,553.82
2025-05-07,428.17
2025-05-08,567.82
2025-05-09,535.71
2025-05-10,676.42
2025-05-11,777.17
2025-05-12,667.23
2025-05-13,512.95
2025-05-14,776.77
2025-05-15,469.0
2025-05-16,516.56
2025-05-17,581.6
2025-05-18,681.45
2025-05-19,390.58
2025-05-20,408.7
2025-05-21,319.48
2025-05-22,283.69
2025-05-23,328.74
2025-05-24,247.2
2025-05-25,353.81
2025-05-26,293.68
2025-05-27,409.58
2025-05-28,282.29
2025-05-29,340.04
2025-05-30,514.0
2025-05-31,389.5
2025-06-01,902.62
2025-06-02,445.03
2025-06-03,475.75
2025-06-04,420.42
2025-06-05,340.8
2025-06-06,351.94
2025-06-07,367.07
2025-06-08,620.59
2025-06-09,328.87
2025-06-10,273.63
2025-06-11,281.91
2025-06-12,484.65
2025-06-13,270.05
2025-06-14,346.92
2025-06-15,534.57
2025-06-16,340.61
2025-06-17,445.72
2025-06-18,477.28
2025-06-19,315.71
2025-06-20,326.33
2025-06-21,252.25
2025-06-22,463.29
2025-06-23,229.7
2025-06-24,326.19
2025-06-25,342.66
2025-06-26,239.86
2025-06-27,305.07
2025-06-28,385.22
2025-06-29,583.73
2025-06-30,511.44
2025-07-01,444.86
2025-07-02,376.21
2025-07-03,750.31
2025-07-04,631.92
2025-07-05,352.05
2025-07-06,489.75
2025-07-07,406.62
2025-07-08,226.19
2025-07-09,270.45
2025-07-10,539.55
2025-07-11,322.44
2025-07-12,356.31
2025-07-13,347.85
2025-07-14,379.41
2025-07-15,573.74
2025-07-16,468.19
2025-07-17,444.91
2025-07-18,428.28
2025-07-19,405.06
2025-07-20,513.08
2025-07-21,289.39
2025-07-22,220.87
2025-07-23,233.7
2025-07-24,301.78
2025-07-25,227.42
2025-07-26,175.31
2025-07-27,221.77
2025-07-28,282.48
2025-07-29,199.35
2025-07-30,274.14
2025-07-31,378.15
2025-08-01,563.27
2025-08-02,401.51
2025-08-03,660.0
2025-08-04,259.95
2025-08-05,251.56
2025-08-06,229.33
2025-08-07,280.6
2025-08-08,239.92
2025-08-09,190.2
2025-08-10,327.82
2025-08-11,309.88
2025-08-12,275.89
2025-08-13,241.27
2025-08-14,199.49
2025-08-15,323.06
2025-08-16,274.55
2025-08-17,242.09
2025-08-18,336.75
2025-08-19,216.13
2025-08-20,177.74
2025-08-21,158.27
2025-08-22,155.54
2025-08-23,224.66
2025-08-24,483.1
2025-08-25,467.56
2025-08-26,441.53
2025-08-27,269.38
2025-08-28,279.5
2025-08-29,250.15
2025-08-30,458.07
2025-08-31,326.52
2025-09-01,223.11
2025-09-02,488.48
2025-09-03,185.22
2025-09-04,388.69
2025-09-05,601.23
2025-09-06,309.36
2025-09-07,301.49
2025-09-08,319.23
2025-09-09,243.41
2025-09-10,280.99
2025-09-11,311.82
2025-09-12,268.43
2025-09-13,214.76
2025-09-14,629.68
2025-09-15,273.8
2025-09-16,243.91
2025-09-17,400.05
2025-09-18,284.37
2025-09-19,204.23
2025-09-20,187.61
2025-09-21,610.55
2025-09-22,548.21
2025-09-23,248.3
2025-09-24,356.04
2025-09-25,190.78
2025-09-26,409.49
2025-09-27,310.97
2025-09-28,534.23
2025-09-29,282.61
2025-09-30,406.64
2025-10-01,307.12
2025-10-02,438.91
2025-10-03,306.79
2025-10-04,359.09
2025-10-05,547.04
2025-10-06,326.43
2025-10-07,225.8
2025-10-08,354.2
2025-10-09,391.93
2025-10-10,314.78
2025-10-11,230.57
2025-10-12,571.89
2025-10-13,401.18
2025-10-14,444.68
2025-10-15,160.15
2025-10-16,363.38
2025-10-17,551.3
2025-10-18,304.61
2025-10-19,399.42
2025-10-20,338.92
2025-10-21,279.64
2025-10-22,490.22
2025-10-23,226.47
2025-10-24,327.22
2025-10-25,198.82
2025-10-26,483.74
2025-10-27,386.2
2025-10-28,269.14
2025-10-29,260.35
2025-10-30,280.03
2025-10-31,439.77
2025-11-01,495.89
2025-11-02,335.63
2025-11-03,5.39
2025-11-04,285.7
2025-11-05,300.81
2025-11-06,316.74
2025-11-07,337.82
2025-11-08,598.34
2025-11-09,494.36
2025-11-10,473.61
2025-11-11,332.87
2025-11-12,224.47
2025-11-13,475.99
2025-11-14,302.37
2025-11-15,255.94
2025-11-16,403.64
2025-11-17,575.78
2025-11-18,617.41
2025-11-19,226.6
2025-11-20,312.65
2025-11-21,265.43
2025-11-22,182.64
2025-11-23,354.59
2025-11-24,199.1
2025-11-25,323.74
2025-11-26,231.59
2025-11-27,334.67
2025-11-28,323.26
2025-11-29,168.25
2025-11-30,321.03
2025-12-01,257.88
2025-12-02,292.27
2025-12-03,357.52
2025-12-04,520.11
2025-12-05,236.11
2025-12-06,113.63
2025-12-07,354.92
2025-12-08,483.24
2025-12-09,583.98
2025-12-10,336.6
2025-12-11,524.45
2025-12-12,355.26
2025-12-13,629.56
2025-12-14,418.09
2025-12-15,254.98
2025-12-16,258.94
2025-12-17,230.87
2025-12-18,350.41
2025-12-19,313.6
2025-12-20,283.5
2025-12-21,547.81
2025-12-22,238.58
2025-12-23,264.35
2025-12-24,204.03
2025-12-25,181.39
2025-12-26,513.83
2025-12-27,281.48
2025-12-28,462.89
2025-12-29,445.72
2025-12-30,305.8
2025-12-31,307.63
2026-01-01,288.09
2026-01-02,296.92
2026-01-03,314.9
2026-01-04,552.46
2026-01-05,539.83
2026-01-06,251.35
2026-01-07,253.69
2026-01-08,474.73
2026-01-09,231.37
2026-01-10,310.71
2026-01-11,375.53
2026-01-12,281.74
2026-01-13,357.58
2026-01-14,369.14
2026-01-15,409.97
2026-01-16,257.45
2026-01-17,193.48
2026-01-18,349.32
2026-01-19,355.15
2026-01-20,360.3
2026-01-21,541.38
2026-01-22,474.48
2026-01-23,308.57
2026-01-24,410.43
2026-01-25,547.97
2026-01-26,289.49
2026-01-27,402.55
2026-01-28,343.94
2026-01-29,248.94
2026-01-30,211.46
2026-01-31,239.36
2026-02-01,298.23
2026-02-02,196.39
2026-02-03,321.6
2026-02-04,303.36
2026-02-05,291.35
2026-02-06,176.17
2026-02-07,523.6
2026-02-08,486.27
2026-02-09,221.9
2026-02-10,205.87
2026-02-11,251.66
2026-02-12,438.29
2026-02-13,337.34
2026-02-14,361.7
2026-02-15,343.98
2026-02-16,280.85
2026-02-17,278.08
2026-02-18,238.41
2026-02-19,493.8
2026-02-20,473.44
2026-02-21,412.53
2026-02-22,625.08
2026-02-23,695.45
2026-02-24,672.5
2026-02-25,369.27
2026-02-26,319.09
2026-02-27,320.15
2026-02-28,150.05
2026-03-01,380.69
2026-03-02,440.29
2026-03-03,544.62
2026-03-04,230.31
2026-03-05,387.92
2026-03-06,466.69
2026-03-07,392.88
2026-03-08,763.29
2026-03-09,479.74
2026-03-10,288.44
2026-03-11,420.76
2026-03-12,362.89
2026-03-13,450.36
2026-03-14,433.7
2026-03-15,486.49
2026-03-16,243.05
2026-03-17,325.21
2026-03-18,347.7
2026-03-19,372.46
2026-03-20,308.76
2026-03-21,492.11
2026-03-22,535.47
2026-03-23,348.81
2026-03-24,494.5
2026-03-25,273.75
2026-03-26,509.77
2026-03-27,301.58
2026-03-28,271.21
2026-03-29,475.14
2026-03-30,381.86
2026-03-31,383.38
2026-04-01,359.72
2026-04-02,268.47
2026-04-03,392.85
2026-04-04,294.11
2026-04-05,697.34
2026-04-06,255.85
2026-04-07,242.86
2026-04-08,245.51
2026-04-09,293.56
2026-04-10,266.59
2026-04-11,822.48
2026-04-12,353.43
2026-04-13,383.18
