Date,Close
2019-06-12,58.0
2019-06-13,67.55999755859375
2019-06-14,64.16000366210938
2019-06-17,70.01000213623047
2019-06-18,76.5
2019-06-19,77.22000122070312
2019-06-20,74.8499984741211
2019-06-21,72.2300033569336
2019-06-24,67.97000122070312
2019-06-25,61.52000045776367
2019-06-26,62.650001525878906
2019-06-27,63.279998779296875
2019-06-28,68.29000091552734
2019-07-01,63.20000076293945
2019-07-02,64.5199966430664
2019-07-03,67.23999786376953
2019-07-05,67.20999908447266
2019-07-08,66.91000366210938
2019-07-09,68.44999694824219
2019-07-10,74.33999633789062
2019-07-11,70.87999725341797
2019-07-12,73.5
2019-07-15,71.5999984741211
2019-07-16,69.54000091552734
2019-07-17,71.0
2019-07-18,72.75
2019-07-19,83.5199966430664
2019-07-22,87.68000030517578
2019-07-23,86.73999786376953
2019-07-24,87.45999908447266
2019-07-25,92.27999877929688
2019-07-26,92.87999725341797
2019-07-29,87.2300033569336
2019-07-30,94.0
2019-07-31,89.06999969482422
2019-08-01,91.52999877929688
2019-08-02,88.01000213623047
2019-08-05,85.4800033569336
2019-08-06,85.23999786376953
2019-08-07,84.22000122070312
2019-08-08,91.6500015258789
2019-08-09,94.9000015258789
2019-08-12,93.01000213623047
2019-08-13,99.6500015258789
2019-08-14,94.0199966430664
2019-08-15,93.66000366210938
2019-08-16,96.05000305175781
2019-08-19,99.38999938964844
2019-08-20,99.16000366210938
2019-08-21,96.58000183105469
2019-08-22,92.97000122070312
2019-08-23,88.43000030517578
2019-08-26,88.87999725341797
2019-08-27,84.08000183105469
2019-08-28,86.98999786376953
2019-08-29,83.81999969482422
2019-08-30,81.27999877929688
2019-09-03,83.76000213623047
2019-09-04,85.30999755859375
2019-09-05,86.8499984741211
2019-09-06,75.9800033569336
2019-09-09,67.0999984741211
2019-09-10,71.6500015258789
2019-09-11,69.11000061035156
2019-09-12,69.66000366210938
2019-09-13,64.86000061035156
2019-09-16,67.86000061035156
2019-09-17,71.04000091552734
2019-09-18,70.8499984741211
2019-09-19,68.93000030517578
2019-09-20,66.97000122070312
2019-09-23,66.91000366210938
2019-09-24,62.52000045776367
2019-09-25,62.02000045776367
2019-09-26,58.29999923706055
